DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (px2)             0.0321214
Formation Factor (ratio)                16.9433861
Cementation Factor (ratio)              1.9621598
pore density (1/px3)                    0.0002908
Tortuosity (ratio)                      1.2430909
Average Coordination Number             4.742775
Average Throat Radius (px)              2.673661
Average Pore Radius (px)                5.13837
Average Throat Length (px)              15.4859619
Pore to Throat Aspect ratio             3.565485
Specific Surface (1/px)                 0.1543706
Pore Sphericity (ratio)                 0.6998004
Grain Sphericity (ratio)                0.8364815
Average Grain Radius (px)               8.2932272
Relative Young Module (ratio)           0.3068074

__________________________________________________
       ### Functions and distributions ###
__________________________________________________

0.92                                    1.6526177
0.93                                    1.6864159
0.94                                    1.72206
0.95                                    1.7654657
0.96                                    1.8284729
0.97                                    1.8790801
0.98                                    1.976625
0.99                                    2.140202
1.0                                     3.2749107


# Throat Permeability Distribution (px2)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.048
0.02                                    0.048
0.03                                    0.048
0.04                                    0.048
0.05                                    0.048
0.06                                    0.048
0.07                                    0.048
0.08                                    0.048
0.09                                    0.048
0.1                                     0.048
0.11                                    0.048
0.12                                    0.048
0.13                                    0.048
0.14                                    0.048
0.15                                    0.048
0.16                                    0.048
0.17                                    0.048
0.18                                    0.048
0.19                                    0.048
0.2                                     0.048
0.21                                    0.048
0.22                                    0.048
0.23                                    0.048
0.24                                    0.048
0.25                                    0.048
0.26                                    0.048
0.27                                    0.048
0.28                                    0.048
0.29                                    0.0979282
0.3                                     0.1165913
0.31                                    0.1323506
0.32                                    0.1432942
0.33                                    0.149903
0.34                                    0.1574951
0.35                                    0.1766579
0.36                                    0.1825419
0.37                                    0.1936396
0.38                                    0.2039245
0.39                                    0.2157668
0.4                                     0.2223865
0.41                                    0.2457837
0.42                                    0.2457838
0.43                                    0.2600592
0.44                                    0.2763881
0.45                                    0.2887943
0.46                                    0.3063208
0.47                                    0.3181076
0.48                                    0.322578
0.49                                    0.3451999
0.5                                     0.3640885
0.51                                    0.3782691
0.52                                    0.3941151
0.53                                    0.412744
0.54                                    0.4354583
0.55                                    0.4617923
0.56                                    0.4723489
0.57                                    0.4856221
0.58                                    0.5090953
0.59                                    0.5266052
0.6                                     0.5454801
0.61                                    0.5692304
0.62                                    0.5864487
0.63                                    0.6076342
0.64                                    0.62999
0.65                                    0.6517372
0.66                                    0.670665
0.67                                    0.691123
0.68                                    0.7098857
0.69                                    0.730135
0.7                                     0.752298
0.71                                    0.7747509
0.72                                    0.8000682
0.73                                    0.8266401
0.74                                    0.8555751
0.75                                    0.8819453
0.76                                    0.913655
0.77                                    0.9398276
0.78                                    0.979499
0.79                                    1.0118229
0.8                                     1.0499077
0.81                                    1.0912184
0.82                                    1.1308144
0.83                                    1.1803405
0.84                                    1.2311289
0.85                                    1.2841843
0.86                                    1.3426408
0.87                                    1.3930764
0.88                                    1.4586167
0.89                                    1.5194715
0.9                                     1.5961939
0.91                                    1.6852378
0.92                                    1.7753569
0.93                                    1.8959482
0.94                                    2.0264475
0.95                                    2.1899683
0.96                                    2.4363301
0.97                                    2.6419241
0.98                                    3.0575976
0.99                                    3.8119793
1.0                                     11.0220089


# Coordination Number Distribution
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.0
0.02                                    1.0
0.03                                    1.0
0.04                                    1.0
0.05                                    1.0
0.06                                    1.0
0.07                                    2.0
0.08                                    2.0
0.09                                    2.0
0.1                                     2.0
0.11                                    2.0
0.12                                    2.0
0.13                                    2.0
0.14                                    2.0
0.15                                    2.0
0.16                                    2.0
0.17                                    2.0
0.18                                    2.0
0.19                                    2.0
0.2                                     3.0
0.21                                    3.0
0.22                                    3.0
0.23                                    3.0
0.24                                    3.0
0.25                                    3.0
0.26                                    3.0
0.27                                    3.0
0.28                                    3.0
0.29                                    3.0
0.3                                     3.0
0.31                                    3.0
0.32                                    3.0
0.33                                    3.0
0.34                                    3.0
0.35                                    3.0
0.36                                    4.0
0.37                                    4.0
0.38                                    4.0
0.39                                    4.0
0.4                                     4.0
0.41                                    4.0
0.42                                    4.0
0.43                                    4.0
0.44                                    4.0
0.45                                    4.0
0.46                                    4.0
0.47                                    4.0
0.48                                    4.0
0.49                                    4.0
0.5                                     4.0
0.51                                    4.0
0.52                                    4.0
0.53                                    5.0
0.54                                    5.0
0.55                                    5.0
0.56                                    5.0
0.57                                    5.0
0.58                                    5.0
0.59                                    5.0
0.6                                     5.0
0.61                                    5.0
0.62                                    5.0
0.63                                    5.0
0.64                                    5.0
0.65                                    5.0
0.66                                    5.0
0.67                                    5.0
0.68                                    5.0
0.69                                    6.0
0.7                                     6.0
0.71                                    6.0
0.72                                    6.0
0.73                                    6.0
0.74                                    6.0
0.75                                    6.0
0.76                                    6.0
0.77                                    6.0
0.78                                    6.0
0.79                                    6.0
0.8                                     7.0
0.81                                    7.0
0.82                                    7.0
0.83                                    7.0
0.84                                    7.0
0.85                                    7.0
0.86                                    7.0
0.87                                    8.0
0.88                                    8.0
0.89                                    8.0
0.9                                     8.0
0.91                                    8.0
0.92                                    9.0
0.93                                    9.0
0.94                                    9.0
0.95                                    10.0
0.96                                    10.0
0.97                                    11.0
0.98                                    12.0
0.99                                    13.0
1.0                                     20.0


# Pore Sphericity Distribution (ratio)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.5016106
0.02                                    0.522939
0.03                                    0.5356673
0.04                                    0.5458442
0.05                                    0.5526771
0.06                                    0.5600051
0.07                                    0.5664905
0.08                                    0.5728866
0.09                                    0.5791
0.1                                     0.5838948
0.11                                    0.5879757
0.12                                    0.5933298
0.13                                    0.5976262
0.14                                    0.6021438
0.15                                    0.6064167
0.16                                    0.609723
0.17                                    0.6128686
0.18                                    0.6156993
0.19                                    0.6188324
0.2                                     0.6225822
0.21                                    0.6254857
0.22                                    0.6282922
0.23                                    0.6311545
0.24                                    0.6337071
0.25                                    0.6360014
0.26                                    0.6385228
0.27                                    0.6416531
0.28                                    0.6447301
0.29                                    0.6478082
0.3                                     0.6501828
0.31                                    0.6525102
0.32                                    0.6550274
0.33                                    0.6570619
0.34                                    0.6600571
0.35                                    0.6627678
0.36                                    0.664642
0.37                                    0.666531
0.38                                    0.6690824
0.39                                    0.6715253
0.4                                     0.6740438
0.41                                    0.6765978
0.42                                    0.6788817
0.43                                    0.6820109
0.44                                    0.6846749
0.45                                    0.6880526
0.46                                    0.6904531
0.47                                    0.6930275
0.48                                    0.6951762
0.49                                    0.6974939
0.5                                     0.7000288
0.51                                    0.7018919
0.52                                    0.704486
0.53                                    0.7066166
0.54                                    0.7082547
0.55                                    0.7103221
0.56                                    0.7131316
0.57                                    0.7152867
0.58                                    0.7185375
0.59                                    0.7208011
0.6                                     0.7239299
0.61                                    0.7260406
0.62                                    0.7285389
0.63                                    0.7303988
0.64                                    0.733061
0.65                                    0.7354877
0.66                                    0.7379125
0.67                                    0.7403955
0.68                                    0.7427855
0.69                                    0.7458051
0.7                                     0.7484545
0.71                                    0.7508821
0.72                                    0.7538131
0.73                                    0.7565868
0.74                                    0.7598482
0.75                                    0.7631932
0.76                                    0.7670583
0.77                                    0.7700598
0.78                                    0.7730143
0.79                                    0.7758067
0.8                                     0.7785932
0.81                                    0.7811773
0.82                                    0.7834078
0.83                                    0.7874607
0.84                                    0.7911775
0.85                                    0.7956828
0.86                                    0.7985443
0.87                                    0.8025734
0.88                                    0.8077767
0.89                                    0.8116273
0.9                                     0.8168513
0.91                                    0.8228514
0.92                                    0.8291435
0.93                                    0.8351891
0.94                                    0.8425668
0.95                                    0.8497775
0.96                                    0.8560746
0.97                                    0.8665644
0.98                                    0.8790265
0.99                                    0.8986105
1.0                                     0.9514992


# Grain Sphericity Distribution (ratio)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.6044251
0.02                                    0.638858
0.03                                    0.6551136
0.04                                    0.6707903
0.05                                    0.6830261
0.06                                    0.6934505
0.07                                    0.7021286
0.08                                    0.711787
0.09                                    0.719218
0.1                                     0.7268442
0.11                                    0.7335033
0.12                                    0.7378238
0.13                                    0.7433006
0.14                                    0.7490023
0.15                                    0.7530347
0.16                                    0.7578925
0.17                                    0.7630528
0.18                                    0.7662318
0.19                                    0.770353
0.2                                     0.773875
0.21                                    0.7778571
0.22                                    0.7805997
0.23                                    0.784191
0.24                                    0.787291
0.25                                    0.7902442
0.26                                    0.79353
0.27                                    0.7956578
0.28                                    0.7990886
0.29                                    0.8013035
0.3                                     0.8043729
0.31                                    0.8073818
0.32                                    0.8101639
0.33                                    0.8124045
0.34                                    0.8146389
0.35                                    0.8173012
0.36                                    0.8196113
0.37                                    0.8224236
0.38                                    0.8244688
0.39                                    0.8263292
0.4                                     0.8284966
0.41                                    0.8305788
0.42                                    0.8321064
0.43                                    0.8343731
0.44                                    0.8357482
0.45                                    0.8371255
0.46                                    0.8391715
0.47                                    0.8415371
0.48                                    0.8430592
0.49                                    0.8447557
0.5                                     0.8464347
0.51                                    0.8487186
0.52                                    0.8510739
0.53                                    0.8535285
0.54                                    0.8555644
0.55                                    0.8572325
0.56                                    0.8591928
0.57                                    0.8608011
0.58                                    0.8623082
0.59                                    0.8641816
0.6                                     0.8662664
0.61                                    0.8681405
0.62                                    0.8700662
0.63                                    0.8720878
0.64                                    0.8743544
0.65                                    0.8757621
0.66                                    0.8777403
0.67                                    0.8803015
0.68                                    0.881704
0.69                                    0.8836923
0.7                                     0.8857195
0.71                                    0.8875136
0.72                                    0.8895959
0.73                                    0.891234
0.74                                    0.8926244
0.75                                    0.8946639
0.76                                    0.8966808
0.77                                    0.8987136
0.78                                    0.900584
0.79                                    0.9024522
0.8                                     0.9040111
0.81                                    0.9059453
0.82                                    0.9081467
0.83                                    0.9104127
0.84                                    0.9126718
0.85                                    0.915625
0.86                                    0.9183987
0.87                                    0.9203959
0.88                                    0.9237967
0.89                                    0.9262959
0.9                                     0.9294375
0.91                                    0.9335985
0.92                                    0.9368303
0.93                                    0.9403308
0.94                                    0.9449536
0.95                                    0.9487861
0.96                                    0.9541612
0.97                                    0.9599531
0.98                                    0.9664271
0.99                                    0.9789863
1.0                                     0.999727


# Grain Radius Distribution (px)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    2.6951013
0.02                                    3.2665408
0.03                                    3.515558
0.04                                    3.669672
0.05                                    3.8658257
0.06                                    4.0243092
0.07                                    4.1666274
0.08                                    4.3127098
0.09                                    4.4454908
0.1                                     4.5478125
0.11                                    4.6640882
0.12                                    4.7502804
0.13                                    4.8906789
0.14                                    4.991714
0.15                                    5.0888166
0.16                                    5.1645093
0.17                                    5.2811947
0.18                                    5.3682013
0.19                                    5.4578238
0.2                                     5.55235
0.21                                    5.6362581
0.22                                    5.7177396
0.23                                    5.8111362
0.24                                    5.9175739
0.25                                    5.9916358
0.26                                    6.0962
0.27                                    6.1931486
0.28                                    6.2931867
0.29                                    6.3842902
0.3                                     6.4728656
0.31                                    6.5609298
0.32                                    6.6700258
0.33                                    6.746069
0.34                                    6.8153
0.35                                    6.8932152
0.36                                    6.9562764
0.37                                    7.0214443
0.38                                    7.1154146
0.39                                    7.2207289
0.4                                     7.2932582
0.41                                    7.3687725
0.42                                    7.4556761
0.43                                    7.5237684
0.44                                    7.5837379
0.45                                    7.6672177
0.46                                    7.7383013
0.47                                    7.8237348
0.48                                    7.9124289
0.49                                    7.9842267
0.5                                     8.0461607
0.51                                    8.1276865
0.52                                    8.2040634
0.53                                    8.2929525
0.54                                    8.3595285
0.55                                    8.4273024
0.56                                    8.5050182
0.57                                    8.6028986
0.58                                    8.6573896
0.59                                    8.7467117
0.6                                     8.8403606
0.61                                    8.9160776
0.62                                    8.990531
0.63                                    9.0637712
0.64                                    9.1615162
0.65                                    9.2442007
0.66                                    9.3564415
0.67                                    9.4366541
0.68                                    9.5225506
0.69                                    9.6155405
0.7                                     9.7101421
0.71                                    9.8037634
0.72                                    9.9029388
0.73                                    10.022398
0.74                                    10.125123
0.75                                    10.2219982
0.76                                    10.3506041
0.77                                    10.4941874
0.78                                    10.5901346
0.79                                    10.7343311
0.8                                     10.8787899
0.81                                    11.0384836
0.82                                    11.1573668
0.83                                    11.2681313
0.84                                    11.3976259
0.85                                    11.5684128
0.86                                    11.6966152
0.87                                    11.8798609
0.88                                    12.0554314
0.89                                    12.2276287
0.9                                     12.4687376
0.91                                    12.6578007
0.92                                    12.888978
0.93                                    13.1149235
0.94                                    13.3458624
0.95                                    13.5859089
0.96                                    13.9351282
0.97                                    14.4127836
0.98                                    14.8672009
0.99                                    15.9117661
1.0                                     24.4452744
